Sturing Stand,6338,,Controle Stand,12886,,MotorstroomActief,12897,,Sectie Berijding,13578
,,,27/Apr/19 00:26:58.087,Rechts in controle,,26/Apr/19 22:35:06.246,Motorstroom Actief,,26/Apr/19 07:07:38.763,Geen Berijding
,,,27/Apr/19 00:35:29.397,Uit controle,,26/Apr/19 22:35:07.586,Geen Motorstroom,,26/Apr/19 07:11:49.724,Wel Berijding
,,,27/Apr/19 00:35:30.697,Links in controle,,26/Apr/19 22:39:04.495,Motorstroom Actief,,26/Apr/19 07:12:07.073,Geen Berijding
,,,27/Apr/19 01:02:26.165,Uit controle,,26/Apr/19 22:39:05.835,Geen Motorstroom,,26/Apr/19 07:16:05.524,Wel Berijding
,,,27/Apr/19 01:02:27.415,Rechts in controle,,26/Apr/19 22:56:15.653,Motorstroom Actief,,26/Apr/19 07:16:21.523,Geen Berijding
,,,27/Apr/19 01:12:10.814,Uit controle,,26/Apr/19 22:56:17.003,Geen Motorstroom,,26/Apr/19 07:20:25.273,Wel Berijding
,,,27/Apr/19 01:12:12.114,Links in controle,,26/Apr/19 22:58:41.803,Motorstroom Actief,,26/Apr/19 07:20:55.523,Geen Berijding
,,,27/Apr/19 01:32:47.186,Uit controle,,26/Apr/19 22:58:43.153,Geen Motorstroom,,26/Apr/19 07:28:11.984,Wel Berijding
,,,27/Apr/19 01:32:48.487,Rechts in controle,,26/Apr/19 23:02:29.076,Motorstroom Actief,,26/Apr/19 07:28:24.184,Geen Berijding
,,,27/Apr/19 01:59:26.992,Uit controle,,26/Apr/19 23:02:30.436,Geen Motorstroom,,26/Apr/19 07:30:30.034,Wel Berijding
,,,27/Apr/19 01:59:28.292,Links in controle,,26/Apr/19 23:05:13.245,Motorstroom Actief,,26/Apr/19 07:30:56.733,Geen Berijding
,,,27/Apr/19 03:14:53.989,Uit controle,,26/Apr/19 23:05:14.575,Geen Motorstroom,,26/Apr/19 07:34:23.241,Wel Berijding
,,,27/Apr/19 03:14:55.290,Rechts in controle,,26/Apr/19 23:18:55.177,Motorstroom Actief,,26/Apr/19 07:34:47.383,Geen Berijding
,,,27/Apr/19 04:30:10.034,Uit controle,,26/Apr/19 23:18:56.527,Geen Motorstroom,,26/Apr/19 07:37:19.934,Wel Berijding
,,,27/Apr/19 04:30:11.384,Links in controle,,26/Apr/19 23:21:29.336,Motorstroom Actief,,26/Apr/19 07:37:33.833,Geen Berijding
,,,27/Apr/19 06:05:41.399,Uit controle,,26/Apr/19 23:21:30.676,Geen Motorstroom,,26/Apr/19 07:42:23.045,Wel Berijding
,,,27/Apr/19 06:05:42.700,Rechts in controle,,26/Apr/19 23:33:21.143,Motorstroom Actief,,26/Apr/19 07:42:34.495,Geen Berijding
,,,27/Apr/19 06:26:20.808,Uit controle,,26/Apr/19 23:33:22.493,Geen Motorstroom,,26/Apr/19 07:46:15.046,Wel Berijding
,,,27/Apr/19 06:26:22.109,Links in controle,,26/Apr/19 23:35:43.283,Motorstroom Actief,,26/Apr/19 07:46:53.196,Geen Berijding
,,,27/Apr/19 06:41:11.769,Uit controle,,26/Apr/19 23:35:44.623,Geen Motorstroom,,26/Apr/19 07:50:58.647,Wel Berijding
,,,27/Apr/19 06:41:13.069,Rechts in controle,,26/Apr/19 23:39:02.512,Motorstroom Actief,,26/Apr/19 07:51:24.095,Geen Berijding
,,,27/Apr/19 06:48:10.279,Uit controle,,26/Apr/19 23:39:03.872,Geen Motorstroom,,26/Apr/19 07:58:43.656,Wel Berijding
,,,27/Apr/19 06:48:11.579,Links in controle,,26/Apr/19 23:41:39.672,Motorstroom Actief,,26/Apr/19 07:59:03.056,Geen Berijding
,,,27/Apr/19 06:55:43.778,Uit controle,,26/Apr/19 23:41:41.012,Geen Motorstroom,,26/Apr/19 08:01:57.057,Wel Berijding
,,,27/Apr/19 06:55:45.028,Rechts in controle,,26/Apr/19 23:44:05.842,Motorstroom Actief,,26/Apr/19 08:02:41.656,Geen Berijding
,,,27/Apr/19 06:59:17.978,Uit controle,,26/Apr/19 23:44:07.202,Geen Motorstroom,,26/Apr/19 08:05:40.256,Wel Berijding
,,,27/Apr/19 06:59:19.327,Links in controle,,26/Apr/19 23:46:10.981,Motorstroom Actief,,26/Apr/19 08:06:12.807,Geen Berijding
,,,27/Apr/19 07:06:02.437,Uit controle,,26/Apr/19 23:46:12.321,Geen Motorstroom,,26/Apr/19 08:07:41.857,Wel Berijding
,,,27/Apr/19 07:06:03.737,Rechts in controle,,27/Apr/19 00:05:24.282,Motorstroom Actief,,26/Apr/19 08:07:58.908,Geen Berijding
,,,27/Apr/19 07:17:06.186,Uit controle,,27/Apr/19 00:05:25.632,Geen Motorstroom,,26/Apr/19 08:12:10.368,Wel Berijding
,,,27/Apr/19 07:17:07.486,Links in controle,,27/Apr/19 00:26:56.699,Motorstroom Actief,,26/Apr/19 08:12:27.717,Geen Berijding
,,,27/Apr/19 07:26:12.796,Uit controle,,27/Apr/19 00:26:58.049,Geen Motorstroom,,26/Apr/19 08:15:11.267,Wel Berijding
,,,27/Apr/19 07:26:14.046,Rechts in controle,,27/Apr/19 00:35:29.290,Motorstroom Actief,,26/Apr/19 08:15:45.668,Geen Berijding
,,,27/Apr/19 07:30:04.046,Uit controle,,27/Apr/19 00:35:30.650,Geen Motorstroom,,26/Apr/19 08:17:49.268,Wel Berijding
,,,27/Apr/19 07:30:05.346,Links in controle,,27/Apr/19 01:02:26.078,Motorstroom Actief,,26/Apr/19 08:18:11.068,Geen Berijding
,,,27/Apr/19 07:32:56.256,Uit controle,,27/Apr/19 01:02:27.418,Geen Motorstroom,,26/Apr/19 08:22:05.817,Wel Berijding
,,,27/Apr/19 07:32:57.507,Rechts in controle,,27/Apr/19 01:12:10.726,Motorstroom Actief,,26/Apr/19 08:22:38.767,Geen Berijding
,,,27/Apr/19 07:35:21.406,Uit controle,,27/Apr/19 01:12:12.096,Geen Motorstroom,,26/Apr/19 08:25:43.927,Wel Berijding
,,,27/Apr/19 07:35:22.706,Links in controle,,27/Apr/19 01:32:47.109,Motorstroom Actief,,26/Apr/19 08:26:10.378,Geen Berijding
,,,27/Apr/19 07:41:14.805,Uit controle,,27/Apr/19 01:32:48.459,Geen Motorstroom,,26/Apr/19 08:28:09.077,Wel Berijding
,,,27/Apr/19 07:41:16.055,Rechts in controle,,27/Apr/19 01:59:26.895,Motorstroom Actief,,26/Apr/19 08:28:30.777,Geen Berijding
,,,27/Apr/19 07:50:30.416,Uit controle,,27/Apr/19 01:59:28.265,Geen Motorstroom,,26/Apr/19 08:31:45.928,Wel Berijding
,,,27/Apr/19 07:50:31.716,Links in controle,,27/Apr/19 03:14:53.922,Motorstroom Actief,,26/Apr/19 08:32:16.779,Geen Berijding
,,,27/Apr/19 07:56:07.766,Uit controle,,27/Apr/19 03:14:55.262,Geen Motorstroom,,26/Apr/19 08:35:38.477,Wel Berijding
,,,27/Apr/19 07:56:09.066,Rechts in controle,,27/Apr/19 04:30:09.957,Motorstroom Actief,,26/Apr/19 08:36:10.078,Geen Berijding
,,,27/Apr/19 08:01:02.115,Uit controle,,27/Apr/19 04:30:11.327,Geen Motorstroom,,26/Apr/19 08:37:37.828,Wel Berijding
,,,27/Apr/19 08:01:03.415,Links in controle,,27/Apr/19 06:05:41.322,Motorstroom Actief,,26/Apr/19 08:37:51.177,Geen Berijding
,,,27/Apr/19 08:03:21.274,Uit controle,,27/Apr/19 06:05:42.672,Geen Motorstroom,,26/Apr/19 08:42:34.038,Wel Berijding
,,,27/Apr/19 08:03:22.525,Rechts in controle,,27/Apr/19 06:26:20.711,Motorstroom Actief,,26/Apr/19 08:42:55.539,Geen Berijding
,,,27/Apr/19 08:05:54.424,Uit controle,,27/Apr/19 06:26:22.071,Geen Motorstroom,,26/Apr/19 08:46:52.688,Wel Berijding
,,,27/Apr/19 08:05:55.774,Links in controle,,27/Apr/19 06:41:11.692,Motorstroom Actief,,26/Apr/19 08:47:20.838,Geen Berijding
,,,27/Apr/19 08:11:40.823,Uit controle,,27/Apr/19 06:41:13.042,Geen Motorstroom,,26/Apr/19 08:54:01.388,Wel Berijding
,,,27/Apr/19 08:11:42.123,Rechts in controle,,27/Apr/19 06:48:10.172,Motorstroom Actief,,26/Apr/19 08:54:34.139,Geen Berijding
,,,27/Apr/19 08:16:57.173,Uit controle,,27/Apr/19 06:48:11.552,Geen Motorstroom,,26/Apr/19 08:56:24.800,Wel Berijding
,,,27/Apr/19 08:16:58.523,Links in controle,,27/Apr/19 06:55:43.660,Motorstroom Actief,,26/Apr/19 08:56:36.400,Geen Berijding
,,,27/Apr/19 08:25:05.733,Uit controle,,27/Apr/19 06:55:45.010,Geen Motorstroom,,26/Apr/19 08:59:32.299,Wel Berijding
,,,27/Apr/19 08:25:06.983,Rechts in controle,,27/Apr/19 06:59:17.910,Motorstroom Actief,,26/Apr/19 08:59:59.649,Geen Berijding
,,,27/Apr/19 08:27:20.883,Uit controle,,27/Apr/19 06:59:19.270,Geen Motorstroom,,26/Apr/19 09:01:20.100,Wel Berijding
,,,27/Apr/19 08:27:22.183,Links in controle,,27/Apr/19 07:06:02.350,Motorstroom Actief,,26/Apr/19 09:01:47.350,Geen Berijding
,,,27/Apr/19 08:30:35.083,Uit controle,,27/Apr/19 07:06:03.700,Geen Motorstroom,,26/Apr/19 09:04:36.099,Wel Berijding
,,,27/Apr/19 08:30:36.332,Rechts in controle,,27/Apr/19 07:17:06.098,Motorstroom Actief,,26/Apr/19 09:05:04.950,Geen Berijding
,,,27/Apr/19 08:32:27.232,Uit controle,,27/Apr/19 07:17:07.458,Geen Motorstroom,,26/Apr/19 09:07:19.500,Wel Berijding
,,,27/Apr/19 08:32:28.532,Links in controle,,27/Apr/19 07:26:12.699,Motorstroom Actief,,26/Apr/19 09:07:30.949,Geen Berijding
,,,27/Apr/19 08:36:14.445,Uit controle,,27/Apr/19 07:26:14.039,Geen Motorstroom,,26/Apr/19 09:12:33.362,Wel Berijding
,,,27/Apr/19 08:36:15.744,Rechts in controle,,27/Apr/19 07:30:03.958,Motorstroom Actief,,26/Apr/19 09:13:03.161,Geen Berijding
,,,27/Apr/19 08:42:13.894,Uit controle,,27/Apr/19 07:30:05.318,Geen Motorstroom,,26/Apr/19 09:14:51.412,Wel Berijding
,,,27/Apr/19 08:42:15.194,Links in controle,,27/Apr/19 07:32:56.159,Motorstroom Actief,,26/Apr/19 09:15:11.212,Geen Berijding
,,,27/Apr/19 08:44:45.044,Uit controle,,27/Apr/19 07:32:57.499,Geen Motorstroom,,26/Apr/19 09:28:14.123,Wel Berijding
,,,27/Apr/19 08:44:46.294,Rechts in controle,,27/Apr/19 07:35:21.318,Motorstroom Actief,,26/Apr/19 09:28:39.424,Geen Berijding
,,,27/Apr/19 08:48:02.243,Uit controle,,27/Apr/19 07:35:22.678,Geen Motorstroom,,26/Apr/19 09:31:13.123,Wel Berijding
,,,27/Apr/19 08:48:03.543,Links in controle,,27/Apr/19 07:41:14.698,Motorstroom Actief,,26/Apr/19 09:31:33.224,Geen Berijding
,,,27/Apr/19 08:55:57.802,Uit controle,,27/Apr/19 07:41:16.038,Geen Motorstroom,,26/Apr/19 09:35:03.174,Wel Berijding
,,,27/Apr/19 08:55:59.052,Rechts in controle,,27/Apr/19 07:50:30.339,Motorstroom Actief,,26/Apr/19 09:35:32.373,Geen Berijding
,,,27/Apr/19 08:59:40.051,Uit controle,,27/Apr/19 07:50:31.699,Geen Motorstroom,,26/Apr/19 09:37:38.073,Wel Berijding
,,,27/Apr/19 08:59:41.352,Links in controle,,27/Apr/19 07:56:07.688,Motorstroom Actief,,26/Apr/19 09:37:49.624,Geen Berijding
,,,27/Apr/19 09:02:28.201,Uit controle,,27/Apr/19 07:56:09.038,Geen Motorstroom,,26/Apr/19 09:41:58.784,Wel Berijding
,,,27/Apr/19 09:02:29.501,Rechts in controle,,27/Apr/19 08:01:02.028,Motorstroom Actief,,26/Apr/19 09:42:24.484,Geen Berijding
,,,27/Apr/19 09:05:11.412,Uit controle,,27/Apr/19 08:01:03.398,Geen Motorstroom,,26/Apr/19 09:44:48.634,Wel Berijding
,,,27/Apr/19 09:05:12.712,Links in controle,,27/Apr/19 08:03:21.177,Motorstroom Actief,,26/Apr/19 09:45:13.083,Geen Berijding
,,,27/Apr/19 09:11:40.811,Uit controle,,27/Apr/19 08:03:22.527,Geen Motorstroom,,26/Apr/19 09:52:06.683,Wel Berijding
,,,27/Apr/19 09:11:42.111,Rechts in controle,,27/Apr/19 08:05:54.357,Motorstroom Actief,,26/Apr/19 09:52:33.283,Geen Berijding
,,,27/Apr/19 09:13:47.961,Uit controle,,27/Apr/19 08:05:55.737,Geen Motorstroom,,26/Apr/19 09:55:41.093,Wel Berijding
,,,27/Apr/19 09:13:49.261,Links in controle,,27/Apr/19 08:11:40.726,Motorstroom Actief,,26/Apr/19 09:55:56.694,Geen Berijding
,,,27/Apr/19 09:17:27.211,Uit controle,,27/Apr/19 08:11:42.076,Geen Motorstroom,,26/Apr/19 09:58:17.994,Wel Berijding
,,,27/Apr/19 09:17:28.461,Rechts in controle,,27/Apr/19 08:16:57.095,Motorstroom Actief,,26/Apr/19 09:58:41.243,Geen Berijding
,,,27/Apr/19 09:26:15.820,Uit controle,,27/Apr/19 08:16:58.465,Geen Motorstroom,,26/Apr/19 10:01:28.743,Wel Berijding
,,,27/Apr/19 09:26:17.120,Links in controle,,27/Apr/19 08:25:05.626,Motorstroom Actief,,26/Apr/19 10:01:46.694,Geen Berijding
,,,27/Apr/19 09:28:45.969,Uit controle,,27/Apr/19 08:25:06.976,Geen Motorstroom,,26/Apr/19 10:07:00.843,Wel Berijding
,,,27/Apr/19 09:28:47.269,Rechts in controle,,27/Apr/19 08:27:20.785,Motorstroom Actief,,26/Apr/19 10:07:16.894,Geen Berijding
,,,27/Apr/19 09:32:46.269,Uit controle,,27/Apr/19 08:27:22.155,Geen Motorstroom,,26/Apr/19 10:12:40.754,Wel Berijding
,,,27/Apr/19 09:32:47.569,Links in controle,,27/Apr/19 08:30:34.985,Motorstroom Actief,,26/Apr/19 10:12:51.754,Geen Berijding
,,,27/Apr/19 09:35:13.432,Uit controle,,27/Apr/19 08:30:36.325,Geen Motorstroom,,26/Apr/19 10:15:52.705,Wel Berijding
,,,27/Apr/19 09:35:14.681,Rechts in controle,,27/Apr/19 08:32:27.125,Motorstroom Actief,,26/Apr/19 10:16:22.204,Geen Berijding
,,,27/Apr/19 09:40:16.731,Uit controle,,27/Apr/19 08:32:28.485,Geen Motorstroom,,26/Apr/19 10:22:34.354,Wel Berijding
,,,27/Apr/19 09:40:18.081,Links in controle,,27/Apr/19 08:36:14.377,Motorstroom Actief,,26/Apr/19 10:22:58.805,Geen Berijding
,,,27/Apr/19 09:43:45.981,Uit controle,,27/Apr/19 08:36:15.717,Geen Motorstroom,,26/Apr/19 10:26:24.518,Wel Berijding
,,,27/Apr/19 09:43:47.231,Rechts in controle,,27/Apr/19 08:42:13.786,Motorstroom Actief,,26/Apr/19 10:27:06.117,Geen Berijding
,,,27/Apr/19 09:50:00.390,Uit controle,,27/Apr/19 08:42:15.146,Geen Motorstroom,,26/Apr/19 10:29:15.418,Wel Berijding
,,,27/Apr/19 09:50:01.740,Links in controle,,27/Apr/19 08:44:44.936,Motorstroom Actief,,26/Apr/19 10:29:29.017,Geen Berijding
,,,27/Apr/19 09:56:06.789,Uit controle,,27/Apr/19 08:44:46.276,Geen Motorstroom,,26/Apr/19 10:32:24.618,Wel Berijding
,,,27/Apr/19 09:56:08.089,Rechts in controle,,27/Apr/19 08:48:02.166,Motorstroom Actief,,26/Apr/19 10:33:01.667,Geen Berijding
,,,27/Apr/19 09:58:41.989,Uit controle,,27/Apr/19 08:48:03.516,Geen Motorstroom,,26/Apr/19 10:34:31.368,Wel Berijding
,,,27/Apr/19 09:58:43.289,Links in controle,,27/Apr/19 08:55:57.694,Motorstroom Actief,,26/Apr/19 10:34:42.268,Geen Berijding
,,,27/Apr/19 10:03:42.299,Uit controle,,27/Apr/19 08:55:59.034,Geen Motorstroom,,26/Apr/19 10:37:29.968,Wel Berijding
,,,27/Apr/19 10:03:43.599,Rechts in controle,,27/Apr/19 08:59:39.944,Motorstroom Actief,,26/Apr/19 10:37:48.918,Geen Berijding
,,,27/Apr/19 10:05:57.449,Uit controle,,27/Apr/19 08:59:41.294,Geen Motorstroom,,26/Apr/19 10:40:06.767,Wel Berijding
,,,27/Apr/19 10:05:58.799,Links in controle,,27/Apr/19 09:02:28.124,Motorstroom Actief,,26/Apr/19 10:40:31.717,Geen Berijding
,,,27/Apr/19 10:10:13.748,Uit controle,,27/Apr/19 09:02:29.464,Geen Motorstroom,,26/Apr/19 10:42:44.778,Wel Berijding
,,,27/Apr/19 10:10:14.998,Rechts in controle,,27/Apr/19 09:05:11.315,Motorstroom Actief,,26/Apr/19 10:43:06.627,Geen Berijding
,,,27/Apr/19 10:12:25.898,Uit controle,,27/Apr/19 09:05:12.675,Geen Motorstroom,,26/Apr/19 10:45:20.676,Wel Berijding
,,,27/Apr/19 10:12:27.198,Links in controle,,27/Apr/19 09:11:40.734,Motorstroom Actief,,26/Apr/19 10:45:37.926,Geen Berijding
,,,27/Apr/19 10:17:39.247,Uit controle,,27/Apr/19 09:11:42.084,Geen Motorstroom,,26/Apr/19 10:52:11.076,Wel Berijding
,,,27/Apr/19 10:17:40.497,Rechts in controle,,27/Apr/19 09:13:47.894,Motorstroom Actief,,26/Apr/19 10:52:42.328,Geen Berijding
,,,27/Apr/19 10:20:42.457,Uit controle,,27/Apr/19 09:13:49.244,Geen Motorstroom,,26/Apr/19 10:57:57.238,Wel Berijding
,,,27/Apr/19 10:20:43.757,Links in controle,,27/Apr/19 09:17:27.113,Motorstroom Actief,,26/Apr/19 10:58:09.287,Geen Berijding
,,,27/Apr/19 10:23:27.607,Uit controle,,27/Apr/19 09:17:28.453,Geen Motorstroom,,26/Apr/19 11:02:21.937,Wel Berijding
,,,27/Apr/19 10:23:28.907,Rechts in controle,,27/Apr/19 09:26:15.732,Motorstroom Actief,,26/Apr/19 11:02:56.538,Geen Berijding
,,,27/Apr/19 10:26:35.856,Uit controle,,27/Apr/19 09:26:17.092,Geen Motorstroom,,26/Apr/19 11:04:36.287,Wel Berijding
,,,27/Apr/19 10:26:37.156,Links in controle,,27/Apr/19 09:28:45.882,Motorstroom Actief,,26/Apr/19 11:05:15.038,Geen Berijding
,,,27/Apr/19 10:30:27.106,Uit controle,,27/Apr/19 09:28:47.222,Geen Motorstroom,,26/Apr/19 11:07:01.537,Wel Berijding
,,,27/Apr/19 10:30:28.356,Rechts in controle,,27/Apr/19 09:32:46.162,Motorstroom Actief,,26/Apr/19 11:07:19.538,Geen Berijding
,,,27/Apr/19 10:34:58.417,Uit controle,,27/Apr/19 09:32:47.522,Geen Motorstroom,,26/Apr/19 11:11:52.199,Wel Berijding
,,,27/Apr/19 10:34:59.717,Links in controle,,27/Apr/19 09:35:13.314,Motorstroom Actief,,26/Apr/19 11:12:07.248,Geen Berijding
,,,27/Apr/19 10:37:06.517,Uit controle,,27/Apr/19 09:35:14.654,Geen Motorstroom,,26/Apr/19 11:14:59.597,Wel Berijding
,,,27/Apr/19 10:37:07.817,Rechts in controle,,27/Apr/19 09:40:16.663,Motorstroom Actief,,26/Apr/19 11:15:21.397,Geen Berijding
,,,27/Apr/19 10:41:47.866,Uit controle,,27/Apr/19 09:40:18.023,Geen Motorstroom,,26/Apr/19 11:18:44.848,Wel Berijding
,,,27/Apr/19 10:41:49.166,Links in controle,,27/Apr/19 09:43:45.883,Motorstroom Actief,,26/Apr/19 11:19:14.247,Geen Berijding
,,,27/Apr/19 10:44:08.016,Uit controle,,27/Apr/19 09:43:47.223,Geen Motorstroom,,26/Apr/19 11:24:46.647,Wel Berijding
,,,27/Apr/19 10:44:09.266,Rechts in controle,,27/Apr/19 09:50:00.322,Motorstroom Actief,,26/Apr/19 11:25:12.397,Geen Berijding
,,,27/Apr/19 10:49:46.378,Uit controle,,27/Apr/19 09:50:01.682,Geen Motorstroom,,26/Apr/19 11:28:02.612,Wel Berijding
,,,27/Apr/19 10:49:47.728,Links in controle,,27/Apr/19 09:56:06.712,Motorstroom Actief,,26/Apr/19 11:28:50.062,Geen Berijding
,,,27/Apr/19 10:56:09.827,Uit controle,,27/Apr/19 09:56:08.062,Geen Motorstroom,,26/Apr/19 11:30:24.111,Wel Berijding
,,,27/Apr/19 10:56:11.077,Rechts in controle,,27/Apr/19 09:58:41.891,Motorstroom Actief,,26/Apr/19 11:30:46.711,Geen Berijding
,,,27/Apr/19 10:58:47.977,Uit controle,,27/Apr/19 09:58:43.261,Geen Motorstroom,,26/Apr/19 11:33:09.512,Wel Berijding
,,,27/Apr/19 10:58:49.327,Links in controle,,27/Apr/19 10:03:42.222,Motorstroom Actief,,26/Apr/19 11:33:26.111,Geen Berijding
,,,27/Apr/19 11:02:51.277,Uit controle,,27/Apr/19 10:03:43.562,Geen Motorstroom,,26/Apr/19 11:37:07.411,Wel Berijding
,,,27/Apr/19 11:02:52.526,Rechts in controle,,27/Apr/19 10:05:57.381,Motorstroom Actief,,26/Apr/19 11:37:24.363,Geen Berijding
,,,27/Apr/19 11:05:12.436,Uit controle,,27/Apr/19 10:05:58.751,Geen Motorstroom,,26/Apr/19 11:39:12.162,Wel Berijding
,,,27/Apr/19 11:05:13.736,Links in controle,,27/Apr/19 10:10:13.651,Motorstroom Actief,,26/Apr/19 11:39:29.212,Geen Berijding
,,,27/Apr/19 11:10:04.735,Uit controle,,27/Apr/19 10:10:15.001,Geen Motorstroom,,26/Apr/19 11:45:05.871,Wel Berijding
,,,27/Apr/19 11:10:06.035,Rechts in controle,,27/Apr/19 10:12:25.801,Motorstroom Actief,,26/Apr/19 11:45:28.069,Geen Berijding
,,,27/Apr/19 11:13:12.935,Uit controle,,27/Apr/19 10:12:27.171,Geen Motorstroom,,26/Apr/19 11:47:15.371,Wel Berijding
,,,27/Apr/19 11:13:14.285,Links in controle,,27/Apr/19 10:17:39.140,Motorstroom Actief,,26/Apr/19 11:47:31.569,Geen Berijding
,,,27/Apr/19 11:16:31.184,Uit controle,,27/Apr/19 10:17:40.480,Geen Motorstroom,,26/Apr/19 11:49:53.020,Wel Berijding
,,,27/Apr/19 11:16:32.434,Rechts in controle,,27/Apr/19 10:20:42.360,Motorstroom Actief,,26/Apr/19 11:50:21.919,Geen Berijding
,,,27/Apr/19 11:20:35.447,Uit controle,,27/Apr/19 10:20:43.720,Geen Motorstroom,,26/Apr/19 11:58:08.833,Wel Berijding
,,,27/Apr/19 11:20:36.747,Links in controle,,27/Apr/19 10:23:27.529,Motorstroom Actief,,26/Apr/19 11:58:24.382,Geen Berijding
,,,27/Apr/19 11:23:20.646,Uit controle,,27/Apr/19 10:23:28.879,Geen Motorstroom,,26/Apr/19 12:00:34.132,Wel Berijding
,,,27/Apr/19 11:23:21.896,Rechts in controle,,27/Apr/19 10:26:35.749,Motorstroom Actief,,26/Apr/19 12:01:04.384,Geen Berijding
,,,27/Apr/19 11:26:55.896,Uit controle,,27/Apr/19 10:26:37.109,Geen Motorstroom,,26/Apr/19 12:04:43.983,Wel Berijding
,,,27/Apr/19 11:26:57.196,Links in controle,,27/Apr/19 10:30:26.989,Motorstroom Actief,,26/Apr/19 12:05:06.383,Geen Berijding
,,,27/Apr/19 11:30:07.095,Uit controle,,27/Apr/19 10:30:28.339,Geen Motorstroom,,26/Apr/19 12:06:55.384,Wel Berijding
,,,27/Apr/19 11:30:08.346,Rechts in controle,,27/Apr/19 10:34:58.320,Motorstroom Actief,,26/Apr/19 12:07:14.282,Geen Berijding
,,,27/Apr/19 11:32:35.245,Uit controle,,27/Apr/19 10:34:59.680,Geen Motorstroom,,26/Apr/19 12:14:33.342,Wel Berijding
,,,27/Apr/19 11:32:36.545,Links in controle,,27/Apr/19 10:37:06.439,Motorstroom Actief,,26/Apr/19 12:14:50.842,Geen Berijding
,,,27/Apr/19 11:35:15.404,Uit controle,,27/Apr/19 10:37:07.779,Geen Motorstroom,,26/Apr/19 12:16:51.041,Wel Berijding
,,,27/Apr/19 11:35:16.704,Rechts in controle,,27/Apr/19 10:41:47.769,Motorstroom Actief,,26/Apr/19 12:17:17.492,Geen Berijding
,,,27/Apr/19 11:40:29.754,Uit controle,,27/Apr/19 10:41:49.139,Geen Motorstroom,,26/Apr/19 12:19:14.842,Wel Berijding
,,,27/Apr/19 11:40:31.053,Links in controle,,27/Apr/19 10:44:07.909,Motorstroom Actief,,26/Apr/19 12:19:39.691,Geen Berijding
,,,27/Apr/19 11:43:25.953,Uit controle,,27/Apr/19 10:44:09.259,Geen Motorstroom,,26/Apr/19 12:24:30.191,Wel Berijding
,,,27/Apr/19 11:43:27.253,Rechts in controle,,27/Apr/19 10:49:46.310,Motorstroom Actief,,26/Apr/19 12:24:46.091,Geen Berijding
,,,27/Apr/19 11:49:10.353,Uit controle,,27/Apr/19 10:49:47.680,Geen Motorstroom,,26/Apr/19 12:28:14.305,Wel Berijding
,,,27/Apr/19 11:49:11.663,Links in controle,,27/Apr/19 10:56:09.720,Motorstroom Actief,,26/Apr/19 12:28:30.254,Geen Berijding
,,,27/Apr/19 11:56:20.813,Uit controle,,27/Apr/19 10:56:11.070,Geen Motorstroom,,26/Apr/19 12:30:21.654,Wel Berijding
,,,27/Apr/19 11:56:22.113,Rechts in controle,,27/Apr/19 10:58:47.909,Motorstroom Actief,,26/Apr/19 12:30:45.004,Geen Berijding
,,,27/Apr/19 11:58:41.012,Uit controle,,27/Apr/19 10:58:49.269,Geen Motorstroom,,26/Apr/19 12:36:11.655,Wel Berijding
,,,27/Apr/19 11:58:42.312,Links in controle,,27/Apr/19 11:02:51.159,Motorstroom Actief,,26/Apr/19 12:36:33.355,Geen Berijding
,,,27/Apr/19 12:02:20.212,Uit controle,,27/Apr/19 11:02:52.509,Geen Motorstroom,,26/Apr/19 12:38:43.555,Wel Berijding
,,,27/Apr/19 12:02:21.512,Rechts in controle,,27/Apr/19 11:05:12.338,Motorstroom Actief,,26/Apr/19 12:39:08.604,Geen Berijding
,,,27/Apr/19 12:05:06.423,Uit controle,,27/Apr/19 11:05:13.698,Geen Motorstroom,,26/Apr/19 12:43:00.265,Wel Berijding
,,,27/Apr/19 12:05:07.723,Links in controle,,27/Apr/19 11:10:04.648,Motorstroom Actief,,26/Apr/19 12:43:16.665,Geen Berijding
,,,27/Apr/19 12:10:15.773,Uit controle,,27/Apr/19 11:10:05.998,Geen Motorstroom,,26/Apr/19 12:46:27.965,Wel Berijding
,,,27/Apr/19 12:10:17.023,Rechts in controle,,27/Apr/19 11:13:12.867,Motorstroom Actief,,26/Apr/19 12:46:43.865,Geen Berijding
,,,27/Apr/19 12:13:33.972,Uit controle,,27/Apr/19 11:13:14.227,Geen Motorstroom,,26/Apr/19 12:49:08.766,Wel Berijding
,,,27/Apr/19 12:13:35.273,Links in controle,,27/Apr/19 11:16:31.077,Motorstroom Actief,,26/Apr/19 12:49:31.365,Geen Berijding
,,,27/Apr/19 12:17:08.222,Uit controle,,27/Apr/19 11:16:32.417,Geen Motorstroom,,26/Apr/19 12:54:14.965,Wel Berijding
,,,27/Apr/19 12:17:09.472,Rechts in controle,,27/Apr/19 11:20:35.369,Motorstroom Actief,,26/Apr/19 12:54:46.266,Geen Berijding
,,,27/Apr/19 12:20:37.482,Uit controle,,27/Apr/19 11:20:36.729,Geen Motorstroom,,26/Apr/19 12:57:18.424,Wel Berijding
,,,27/Apr/19 12:20:38.782,Links in controle,,27/Apr/19 11:23:20.529,Motorstroom Actief,,26/Apr/19 12:58:05.823,Geen Berijding
,,,27/Apr/19 12:26:37.831,Uit controle,,27/Apr/19 11:23:21.879,Geen Motorstroom,,26/Apr/19 12:59:28.174,Wel Berijding
